label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28
1,1.121,-0.379,1.3630000000000002,1.4509999999999998,0.782,1.088,-0.8029999999999999,-0.7929999999999999,1.087,0.515,0.368,-0.665,0.0,0.708,-1.3719999999999999,1.449,0.0,0.579,0.441,0.23800000000000002,3.102,1.3359999999999999,0.8690000000000001,0.9840000000000001,1.459,0.905,0.95,0.863
0,1.205,0.9159999999999999,-1.209,0.354,-0.706,1.124,1.045,0.787,0.0,0.489,-0.457,-1.033,2.215,0.38799999999999996,1.276,0.0,0.0,0.44299999999999995,-0.889,1.403,0.0,0.8420000000000001,0.653,0.986,0.5,0.532,0.58,0.589
1,0.42,-0.722,0.732,0.885,-0.7240000000000001,0.741,1.244,1.619,0.0,1.248,0.281,0.076,2.215,1.085,0.331,1.242,0.0,1.025,0.086,-0.955,1.551,0.919,0.927,0.9890000000000001,0.7440000000000001,0.8240000000000001,0.9229999999999999,0.7979999999999999
0,1.38,1.4269999999999998,1.105,1.788,0.982,1.955,-0.205,-0.852,1.087,0.9009999999999999,-0.193,0.8540000000000001,0.0,1.172,0.35200000000000004,-0.512,1.274,0.445,-0.158,1.421,0.0,0.40299999999999997,0.882,1.0,2.45,0.804,1.608,1.272
1,0.7040000000000001,0.369,-0.23,1.167,-1.43,0.721,0.012,1.508,2.173,0.6829999999999999,0.027999999999999997,0.688,2.215,1.013,-0.764,-0.222,0.0,0.93,0.08199999999999999,-0.753,0.0,0.865,0.748,1.107,0.835,0.696,0.6809999999999999,0.604
1,0.695,0.42,1.203,0.769,-0.9109999999999999,0.83,1.168,0.076,0.0,0.39399999999999996,0.392,0.51,2.215,0.747,1.5590000000000002,0.835,0.0,1.09,-0.42200000000000004,-1.161,3.102,0.973,0.654,0.987,0.688,0.652,0.784,0.703
1,0.312,1.722,1.411,1.133,1.163,0.7559999999999999,1.21,-0.7,2.173,0.755,-0.053,-0.139,2.215,0.812,-0.193,1.153,0.0,0.847,1.298,1.682,0.0,1.01,1.0,0.996,1.1179999999999999,0.9309999999999999,0.86,0.794
0,0.431,0.5720000000000001,-0.684,2.262,0.155,1.178,0.17800000000000002,-1.429,2.173,0.46299999999999997,0.649,0.544,2.215,0.757,0.955,1.5519999999999998,0.0,0.6579999999999999,1.073,1.064,0.0,0.344,0.84,0.986,0.58,1.0959999999999999,0.9570000000000001,0.821
0,0.309,-1.9509999999999998,-1.229,1.5919999999999999,0.77,0.633,-0.19699999999999998,-1.568,1.087,0.898,-1.885,-0.257,0.0,0.897,-0.9329999999999999,0.9309999999999999,2.548,1.28,-0.431,-0.799,0.0,0.9209999999999999,0.862,0.99,0.812,0.831,1.026,0.895
1,0.45799999999999996,0.129,-0.519,1.195,0.737,0.534,-1.3159999999999998,-1.729,0.0,0.687,0.35100000000000003,1.103,2.215,0.9109999999999999,1.0490000000000002,-0.21899999999999997,2.548,0.8079999999999999,-1.014,-0.36700000000000005,0.0,0.888,1.371,0.9840000000000001,0.871,0.852,1.238,1.006
0,0.637,-0.037000000000000005,-1.732,1.254,-0.425,0.486,0.09,0.024,2.173,0.675,-1.119,1.6440000000000001,0.0,0.494,-2.085,0.544,0.0,0.386,-0.239,1.092,0.0,0.9129999999999999,0.912,1.1440000000000001,0.698,0.525,0.741,0.726
1,0.976,0.29100000000000004,-1.128,0.6679999999999999,-0.54,0.95,2.026,1.06,0.0,0.6779999999999999,-0.5710000000000001,1.307,2.215,1.199,1.2930000000000001,-0.273,0.0,0.602,1.124,0.825,3.102,1.891,1.026,0.99,0.8140000000000001,0.693,1.131,1.181
1,0.535,-1.391,-0.825,1.3430000000000002,-1.449,1.111,-0.852,-0.484,0.0,1.6769999999999998,-0.7,1.069,2.215,0.623,0.018000000000000002,-1.653,0.0,0.925,0.35,0.16899999999999998,0.0,0.852,1.025,0.986,1.4469999999999998,0.755,1.273,1.138
0,2.638,1.2890000000000001,-0.28,0.991,0.872,1.1520000000000001,-0.7020000000000001,1.551,2.173,0.643,-0.767,-1.689,0.0,0.747,-2.603,0.907,0.0,1.2590000000000001,0.986,-0.759,0.0,0.889,0.937,1.931,2.569,0.7090000000000001,1.666,1.3219999999999998
0,1.541,0.057999999999999996,1.227,1.217,0.66,0.524,1.04,-0.64,0.0,0.7090000000000001,-0.226,-0.727,2.215,0.5429999999999999,1.36,1.72,0.0,0.981,0.326,-0.429,3.102,0.8420000000000001,0.8390000000000001,0.988,0.882,0.311,0.754,0.792
0,2.559,-0.021,-1.615,2.095,-1.335,1.72,-0.6409999999999999,0.033,2.173,0.737,-0.414,-0.379,0.0,1.158,-0.598,-1.608,2.548,0.847,1.5490000000000002,0.847,0.0,0.98,0.951,1.004,0.748,1.751,1.6059999999999999,1.295
1,1.925,-0.8590000000000001,1.3530000000000002,1.7690000000000001,-1.452,0.7559999999999999,-0.342,-0.809,2.173,1.734,-0.85,0.151,0.0,0.9440000000000001,-0.376,0.932,0.0,0.606,0.624,-1.0390000000000001,0.0,0.9640000000000001,0.9309999999999999,1.474,1.062,0.53,0.907,0.8190000000000001
1,1.545,0.059000000000000004,-1.732,1.034,0.807,2.467,-1.237,-0.565,0.0,1.933,2.37,-1.639,0.0,3.9210000000000003,-0.645,0.727,2.548,1.8430000000000002,-0.21899999999999997,-0.527,3.102,2.292,2.6919999999999997,1.319,1.4469999999999998,1.9140000000000001,3.176,2.387
0,1.2,-1.018,-1.173,0.845,-0.439,0.601,-0.8140000000000001,1.6269999999999998,0.0,0.706,-1.103,0.845,0.0,1.111,-0.536,0.424,2.548,1.038,-0.456,-0.63,3.102,0.9229999999999999,0.89,0.99,0.887,0.667,0.6579999999999999,0.6940000000000001
0,0.609,-0.521,0.287,0.65,0.198,0.511,1.237,-0.67,2.173,0.648,-1.193,-1.686,2.215,0.364,1.444,0.064,0.0,0.451,1.1520000000000001,0.677,0.0,0.433,0.925,0.983,0.77,1.4969999999999999,0.925,0.731
0,0.318,-1.381,-0.25,2.4819999999999998,0.9570000000000001,1.383,0.001,-0.222,2.173,1.045,-1.565,1.525,2.215,0.904,2.253,1.645,0.0,1.349,-0.541,-1.383,0.0,0.992,2.146,1.091,0.821,2.375,2.313,2.267
1,0.9470000000000001,-0.32899999999999996,-0.033,0.02,-1.381,1.245,0.865,0.799,2.173,1.13,-0.013000000000000001,-1.6880000000000002,0.0,1.371,0.6809999999999999,-0.9309999999999999,0.0,0.982,0.958,0.019,0.0,1.001,0.5870000000000001,0.525,0.86,0.892,0.82,0.6970000000000001
0,1.147,0.502,-1.131,1.237,-1.061,0.8690000000000001,0.812,0.52,0.0,1.011,0.8079999999999999,1.3459999999999999,2.215,0.635,1.284,-0.138,0.0,0.5379999999999999,0.612,0.124,3.102,0.848,0.987,0.993,0.677,0.595,0.7040000000000001,0.778
1,1.028,-0.732,1.2429999999999999,1.198,-0.032,0.7559999999999999,-1.4909999999999999,1.4040000000000001,0.0,1.3430000000000002,-1.475,-0.263,2.215,0.483,-2.591,1.686,0.0,0.7070000000000001,-0.687,-1.3419999999999999,1.551,0.831,0.6859999999999999,1.402,1.093,0.7909999999999999,0.8290000000000001,0.856
1,0.303,1.225,0.629,1.256,-0.602,0.897,0.529,0.9740000000000001,2.173,0.9129999999999999,-0.667,-0.299,2.215,0.991,0.56,1.376,0.0,0.534,-1.176,-0.672,0.0,0.7709999999999999,1.006,0.988,0.7,1.4909999999999999,0.8759999999999999,0.757
0,0.534,-0.7659999999999999,-0.5329999999999999,0.9740000000000001,-1.501,0.797,-1.574,0.32299999999999995,2.173,1.137,0.271,-0.998,2.215,2.434,2.003,1.21,0.0,1.956,0.21600000000000003,-0.272,0.0,3.588,2.573,0.9890000000000001,1.251,1.99,2.742,2.023
0,0.45899999999999996,-1.4480000000000002,-0.858,0.262,-0.304,0.76,1.09,-0.33799999999999997,2.173,1.0759999999999998,-1.079,1.151,2.215,0.35700000000000004,-0.614,1.5219999999999998,0.0,0.506,1.609,-1.2930000000000001,0.0,0.8420000000000001,0.866,0.988,0.935,2.209,1.12,0.92
0,1.0759999999999998,1.912,-0.667,0.618,-0.665,0.496,-1.524,1.127,0.0,0.9440000000000001,-0.87,0.10300000000000001,2.215,0.935,1.2429999999999999,1.271,2.548,1.235,-0.512,-1.578,0.0,0.961,1.036,0.975,0.872,1.6340000000000001,1.178,1.285
1,0.442,1.8230000000000002,-1.466,0.988,-1.565,1.444,-2.428,0.846,0.0,2.252,0.525,-0.141,1.107,2.366,0.32799999999999996,-1.663,0.0,1.064,-0.091,-0.7879999999999999,0.0,0.657,0.9,0.991,0.8340000000000001,1.46,1.053,0.845
1,0.575,-0.588,1.555,0.501,0.13699999999999998,0.40700000000000003,-1.7819999999999998,1.262,0.0,0.348,-1.98,0.111,0.0,0.9420000000000001,-0.695,-1.028,2.548,0.607,0.406,-0.667,3.102,0.695,0.884,0.987,0.705,0.428,0.634,0.59
0,0.9990000000000001,1.633,1.5319999999999998,1.0190000000000001,-0.7929999999999999,0.613,-0.171,1.109,1.087,0.8170000000000001,0.619,0.904,0.0,1.225,0.506,-0.244,0.0,1.189,1.033,0.5529999999999999,0.0,0.992,0.948,1.2109999999999999,1.278,0.973,1.015,0.924
1,1.175,-0.643,0.099,1.273,-0.627,0.584,-0.133,-1.13,0.0,0.561,0.226,1.2209999999999999,0.0,1.565,1.09,1.382,2.548,0.522,0.6659999999999999,0.624,0.0,0.9359999999999999,1.043,1.03,0.5,1.077,1.064,0.882
0,0.733,-0.49,1.685,2.278,1.609,1.3719999999999999,-1.278,-0.212,0.0,1.102,0.96,1.197,2.215,1.219,-0.308,-0.175,2.548,0.483,-0.242,-0.9159999999999999,0.0,0.982,0.782,0.988,1.9780000000000002,1.4580000000000002,1.476,1.445
1,1.7919999999999998,-0.344,0.136,0.841,-0.813,1.685,0.625,1.499,0.0,0.5479999999999999,0.5870000000000001,-1.315,0.0,0.8059999999999999,2.248,-0.16,0.0,1.011,1.329,-0.285,3.102,1.16,0.878,1.2830000000000001,1.102,0.299,0.7929999999999999,1.01
1,0.6409999999999999,1.633,0.001,1.1179999999999999,1.01,1.013,0.75,1.516,0.0,1.4380000000000002,0.526,0.358,2.215,1.649,0.175,-0.915,0.0,1.605,-0.493,-0.8640000000000001,1.551,0.845,0.645,0.987,0.815,1.472,1.0090000000000001,0.965
0,0.442,0.276,0.929,1.6380000000000001,-1.072,1.7519999999999998,0.46,-0.802,2.173,1.436,-2.551,0.752,0.0,1.4240000000000002,0.493,0.5870000000000001,0.0,1.545,0.634,1.463,3.102,0.521,0.675,1.148,0.917,1.574,1.078,0.9259999999999999
1,1.1520000000000001,0.873,-1.4,0.29,-0.264,0.831,0.373,-0.28800000000000003,0.0,1.157,0.599,0.723,2.215,1.55,0.878,1.527,1.274,1.2830000000000001,0.871,-0.7140000000000001,0.0,0.7979999999999999,1.181,0.988,0.758,0.975,0.987,0.872
0,0.546,0.444,-0.292,1.429,-1.48,1.474,0.659,-1.104,2.173,2.622,0.48100000000000004,0.5379999999999999,0.0,0.685,-0.777,1.058,2.548,0.564,-1.013,-1.035,0.0,0.413,1.265,1.073,0.8540000000000001,1.565,0.917,0.799
1,1.274,-0.15,-0.628,1.824,-0.10099999999999999,2.833,1.929,-1.6280000000000001,0.0,1.361,0.04,0.111,2.215,2.69,0.23,0.574,1.274,0.7759999999999999,0.382,-1.153,0.0,2.074,3.255,0.99,1.344,0.851,2.496,2.299
1,0.625,-0.506,1.263,0.8140000000000001,-1.314,1.228,-0.925,-0.091,0.0,1.217,0.43,1.588,2.215,0.976,0.01,-0.29100000000000004,2.548,0.518,-1.251,0.127,0.0,0.9209999999999999,0.75,0.986,0.647,1.177,1.064,0.929
0,0.667,1.9409999999999998,-0.188,0.446,0.506,1.0490000000000002,0.5770000000000001,1.7369999999999999,1.087,1.508,0.7659999999999999,-0.32299999999999995,2.215,0.93,0.075,1.093,0.0,0.677,-0.442,-0.8859999999999999,0.0,0.93,1.235,0.988,0.754,1.785,1.2209999999999999,1.047
1,1.864,0.055999999999999994,-0.29,0.55,0.22399999999999998,0.604,0.555,0.877,0.0,1.06,-0.375,1.7269999999999999,2.215,0.8240000000000001,-1.42,-0.485,0.0,0.8170000000000001,0.925,1.318,0.0,0.51,0.9159999999999999,0.99,0.821,0.441,0.8420000000000001,0.785
0,0.732,-0.7120000000000001,-0.45399999999999996,0.451,-0.392,1.167,0.44799999999999995,0.9490000000000001,2.173,0.92,0.12,1.609,0.0,0.9259999999999999,1.528,-0.6659999999999999,2.548,0.615,0.6890000000000001,-0.687,0.0,0.93,0.983,0.987,1.117,1.5390000000000001,0.9670000000000001,0.852
1,1.065,-0.611,-0.375,1.1159999999999999,0.99,0.5820000000000001,-1.4340000000000002,-0.946,0.0,0.986,-0.55,-1.03,0.0,1.145,1.286,0.13,0.0,1.169,0.648,1.056,3.102,0.9359999999999999,0.946,1.4240000000000002,0.845,0.7240000000000001,0.728,0.7170000000000001
1,0.91,-1.631,-0.125,1.964,-0.6459999999999999,1.31,-0.927,1.357,2.173,0.445,-0.37200000000000005,0.368,0.0,1.188,-1.4809999999999999,0.595,0.0,1.4069999999999998,-0.139,-1.5290000000000001,3.102,0.9840000000000001,0.993,0.996,1.619,0.93,1.159,0.9790000000000001
0,0.512,0.589,-1.486,0.552,-0.637,0.439,-0.9229999999999999,-0.21,2.173,1.266,0.445,1.368,2.215,0.366,0.425,-0.052000000000000005,0.0,0.6409999999999999,-0.054000000000000006,0.6859999999999999,0.0,0.36,0.633,0.983,0.645,1.3619999999999999,0.8140000000000001,0.639
1,1.3769999999999998,-0.5870000000000001,-0.8690000000000001,1.735,-1.399,0.433,-0.27699999999999997,0.23600000000000002,2.173,0.9209999999999999,0.321,1.1520000000000001,1.107,0.33,-0.051,1.3659999999999999,0.0,1.935,-2.2119999999999997,0.027999999999999997,0.0,0.635,0.758,0.988,0.98,0.74,0.9229999999999999,0.794
1,1.825,0.6609999999999999,-0.885,1.03,0.833,1.565,2.02,-0.009000000000000001,0.0,1.341,0.8170000000000001,1.3980000000000001,1.107,1.286,0.08900000000000001,-1.706,0.0,1.295,1.032,-1.295,0.0,1.0,0.904,1.9,1.043,0.6629999999999999,0.883,0.81
1,1.4769999999999999,0.87,0.36700000000000005,0.643,0.024,0.425,0.141,0.632,0.0,1.34,0.221,-1.515,0.0,0.33399999999999996,0.049,-1.3119999999999998,2.548,1.172,1.08,-1.022,3.102,1.499,1.109,0.9840000000000001,0.654,0.34,0.633,0.75
1,1.074,-0.203,0.943,1.242,-1.7269999999999999,0.9520000000000001,-0.813,-0.239,2.173,0.629,-1.6159999999999999,1.494,0.0,0.759,-0.7929999999999999,-1.276,2.548,0.6679999999999999,-0.085,-0.8320000000000001,0.0,0.9209999999999999,0.765,1.075,0.735,0.852,0.866,0.765
1,0.652,0.084,-0.285,0.344,-0.8390000000000001,1.105,0.26,1.6440000000000001,2.173,0.7,0.765,-0.311,1.107,0.762,1.143,0.745,0.0,0.977,1.361,0.13,0.0,0.532,1.219,0.991,0.562,1.3159999999999998,0.871,0.769
1,1.7480000000000002,-1.2590000000000001,-1.568,1.159,-1.308,2.531,-0.895,-0.11599999999999999,2.173,1.097,-0.529,1.515,1.107,1.6019999999999999,0.505,1.042,0.0,0.9540000000000001,-0.732,-1.359,0.0,1.5530000000000002,1.095,0.985,2.2880000000000003,2.479,1.7169999999999999,1.6440000000000001
1,0.653,0.816,1.4909999999999999,1.173,0.353,0.9990000000000001,0.795,0.099,2.173,1.032,1.716,-0.995,0.0,1.052,0.893,-1.3880000000000001,0.0,1.044,-0.757,-1.3780000000000001,0.0,0.8490000000000001,1.122,1.037,0.773,1.037,1.016,0.879
